altitude,vertical_speed,rate_of_descent,flap_deployment,spoiler_deployment,brake_input,pitch_variability,roll_angle_variability,hard_landing
1500,267,158,32,5,32,4.8733673531811625,1.009511673961537,0
100,340,177,17,8,20,1.8103426978403727,5.975379078196792,0
100,525,492,32,36,35,2.30973584761112,2.40128093887532,0
100,526,157,91,29,13,1.014838460310969,1.8669371628386702,0
500,795,174,58,28,33,2.6741925953778596,1.8858128590545538,1
1500,361,464,88,49,33,3.5937913198202085,5.928774786161851,0
2000,682,456,84,41,26,4.644647531885109,4.3072844918181525,0
2500,641,207,57,26,17,2.818215336672397,1.983227622346139,0
100,545,248,1,19,9,3.9093265054125954,2.1078326134899967,0
3000,792,471,59,3,40,5.185558331811367,1.0600974380791603,1
1000,597,213,51,7,20,5.97462544871543,1.014718540770899,0
1000,477,446,77,43,15,3.529941302817434,1.0487739353488126,0
2000,647,257,3,14,33,3.8440043040769054,5.739548266412908,0
500,394,527,45,1,18,1.3241825248316788,2.247817740005135,1
2500,207,462,63,8,4,1.9727925709977052,3.7145985909385772,0
1500,444,213,46,50,28,3.2525226043607676,1.1699478455348706,0
1500,468,175,53,11,13,2.1184589985555733,3.457175844129049,0
500,318,569,79,31,26,4.860755700571186,5.947325345321852,1
2000,288,461,18,23,4,5.964665103854006,3.2951451483132757,0
1000,621,492,39,45,19,5.598125829815577,4.708145723504405,0
100,494,566,89,19,20,4.257146117055026,3.423366862475305,1
2000,289,340,42,37,28,4.927666551924936,4.7297651284432565,0
100,644,167,2,45,34,2.1952810323974212,4.367932146553569,0
1000,529,482,86,46,26,5.4336057058886675,2.270572194480958,0
100,374,234,46,38,35,4.097235082262013,5.851745888600766,0
500,408,496,19,12,33,5.965684830595759,5.988027451122597,0
2000,378,304,92,47,14,1.143861319251712,3.513255458275965,0
3000,451,339,36,35,4,4.358674750280407,1.0710806778616613,0
1500,648,398,70,28,14,3.6624776008292814,3.9354550171209897,0
2000,431,427,57,31,31,4.610782339456607,4.7450459047250675,0
100,374,252,30,48,20,5.529760734062943,2.2970242456960097,0
2500,252,359,2,50,1,3.545869020203109,4.384165963545143,0
100,480,587,13,18,34,4.24396272657441,1.3587272630383176,1
3000,742,235,93,1,16,1.7408602664636976,4.039955860811261,1
3000,412,345,49,14,7,5.060663540270231,2.761454192750171,0
2000,262,485,60,40,22,3.747171454067935,3.4918868676530286,0
2500,208,476,25,1,35,5.413392224208189,5.52693526073154,0
1000,527,584,47,15,2,2.0335270861467594,5.96348492106915,1
50,244,186,3,30,6,5.310195312740423,3.098389825730262,0
2500,681,406,20,12,35,5.162676157900058,1.6618771795795615,0
50,793,212,33,33,34,1.7274536284573418,2.8942257896309274,1
2500,384,370,48,4,30,1.193460406082957,3.5818683637744986,0
500,694,390,54,21,31,2.0091081463903633,5.353862545352257,0
2000,708,261,51,28,28,5.527461679297624,5.1246367395467285,1
1500,555,356,20,9,28,4.471534700325157,3.0367082877853453,0
2000,639,378,51,30,25,4.363002741151016,1.491356491494792,0
50,219,330,2,19,21,5.239642807883415,3.137339099860597,0
2000,627,553,64,26,26,2.304907092477972,1.6544116690966872,1
1000,577,481,49,11,32,1.99206866124188,1.7458779285037453,0
100,437,275,27,44,26,3.9224298198058305,3.84403498626466,0
3000,715,303,12,7,5,1.1674432025967776,4.110183824158046,1
100,495,583,56,3,23,4.124087410007297,4.438468654788306,1
1000,286,374,72,0,1,3.6621404053889037,3.4322585366123106,0
1000,291,565,3,46,16,3.0513109654746304,4.350342542928738,1
100,376,385,0,48,8,3.8685710136436704,5.899690898993735,0
50,784,486,28,27,19,4.640562324608183,2.5852694603088118,1
2500,675,447,58,47,10,1.007409225939587,5.977862232872326,0
2000,380,317,52,29,33,4.4588913028679595,2.5377214534139254,0
2000,607,504,20,2,28,4.957146632330247,5.821151341413596,1
500,544,359,23,34,22,2.968270416152682,5.789196033698748,0
1500,614,596,11,28,5,5.0920076203516444,2.0967770850187497,1
2000,412,470,83,50,32,2.900008724894185,4.9891305856777075,0
1500,607,369,68,2,10,2.910927799511419,3.48625159533622,0
500,753,540,63,1,16,2.5408610382693464,5.479862809534291,1
1000,417,598,40,30,6,5.019574020568626,1.1086983056915758,1
500,417,299,57,5,11,3.3043028239595764,3.5049510412780234,0
2000,388,303,14,17,24,4.930655900657848,2.7497484219521784,0
100,204,507,81,8,1,1.9359292725898105,2.49221018416048,1
2000,515,466,46,9,27,5.949226048834448,3.1515255352899016,0
1000,739,283,16,39,13,3.0057050830287375,5.919427367114736,1
500,586,193,0,50,29,1.2716358824437115,4.52970615194426,0
100,755,595,90,38,15,2.5324450716778726,1.0984473755260873,1
50,784,190,87,49,26,2.908451645017366,4.878488347606867,1
1000,497,164,76,45,7,5.152682333283785,3.6592033971014906,0
100,358,535,15,35,26,5.209558229871869,5.840819628840319,1
2500,504,504,30,22,30,2.4410184305141027,1.5414672932380378,1
1500,720,414,86,21,32,1.7350772961318968,2.8378633713233756,1
100,530,246,52,39,23,4.720143230175528,5.150162519401158,0
500,690,554,92,9,21,3.3872092477557065,5.473685241334923,1
1000,208,494,35,34,37,2.4264547626648705,4.739194281078399,0
1500,314,443,11,0,27,1.7723348543082835,5.798295654952275,0
2500,477,196,85,13,27,1.0645757890771974,4.558603948703057,0
100,781,179,78,18,26,3.88544671877071,3.5632361110152626,1
2000,678,497,96,27,4,4.000695211073028,1.8925388353309027,0
500,323,356,47,32,21,5.769161803206547,1.1045903972169566,0
1500,614,390,4,31,20,5.950320234917286,1.119898402967273,0
1000,793,227,94,20,38,1.916299140555759,3.15285573793306,1
500,699,200,34,48,10,3.142033211038812,5.493573166820991,0
1500,540,326,17,46,10,4.3148738048800634,2.8131446155633735,0
100,291,381,82,6,11,5.500182104931244,3.790402990690539,0
2500,474,336,65,12,34,3.672303569171027,1.9516059800638232,0
1500,254,254,26,22,27,2.01430714557488,4.880047504787641,0
2000,340,262,53,47,19,1.3032635411398248,1.0019761948292574,0
2500,390,498,74,5,38,2.9330647441089885,1.5218462157217174,0
2000,701,349,60,42,15,3.7659826926859425,2.2712233820409136,1
1000,511,225,57,43,23,3.875614976751759,1.9139397006576018,0
100,238,218,92,0,34,1.8365490101000579,2.1204095688753943,0
1500,284,198,97,43,20,1.8015215506064162,2.651131056949689,0
2000,550,582,6,43,16,2.280986579773249,2.3160082548588714,1
500,532,344,18,47,5,4.834351994117517,5.271896453959104,0
1000,367,442,24,3,7,4.036426387074963,3.970847291972498,0
1500,378,485,97,35,31,5.104089677838888,1.341762750807451,0
2500,774,399,79,27,5,2.0344195980291464,2.4738163424761543,1
50,269,505,8,5,3,4.557700993013686,3.2833441522233238,1
1500,221,452,70,45,2,2.6796141377798532,5.362290556298838,0
2000,454,424,22,7,32,2.0057642294843214,5.999252077034232,0
100,688,268,44,21,7,1.9040773954190173,2.723674940535142,0
1000,507,480,75,18,6,4.752070172201313,1.6122328325742616,0
3000,450,213,33,36,16,4.40484915354139,1.5503847448678294,0
2500,436,350,85,3,5,3.5791396439709224,1.4614394300270623,0
1000,331,190,100,0,31,5.4698522884877425,4.520215347249694,0
2000,297,287,86,11,4,2.423982340111434,4.744159292565357,0
1500,445,436,45,4,13,5.405155170643191,1.1340110797651324,0
100,697,151,98,49,31,1.475038235556267,3.6871081616397774,0
2000,389,532,96,39,32,3.234853393340118,3.8999194134302977,1
50,576,221,40,30,23,2.5059833319155085,5.030153691599214,0
1500,648,393,54,13,8,1.186685022645806,1.8259291622503144,0
500,517,246,25,50,5,2.4418223829382604,5.6178049496697025,0
50,672,425,88,43,37,5.207137720127052,5.251925184506277,0
500,682,277,51,47,17,4.416844308513118,1.499526294732946,0
50,549,446,35,10,18,2.9526226878037685,1.797413645582098,0
1500,239,482,8,47,29,4.444521918091342,4.039270057066068,0
100,409,270,59,41,11,1.4309303858235531,2.5685235302041045,0
1000,604,293,85,17,39,1.8081989364276487,4.917796699721472,0
1000,210,446,50,36,32,4.0930086206691705,3.4448110279023805,0
50,476,345,60,26,25,3.8883663784681737,3.546860534976214,0
50,513,296,62,8,26,3.5077565532632367,1.8288561012882907,0
2500,595,489,28,13,36,1.1736911153549476,2.366123244107189,0
100,763,294,47,1,10,1.9841626794745373,3.5214059997580494,1
3000,646,233,8,17,2,2.473989029672847,2.4774116677210585,0
3000,639,466,37,48,37,1.7230681101023873,4.835953188473098,0
1500,590,424,43,22,36,2.5243183836988434,2.171346557975487,0
500,222,329,68,25,26,2.2031659991946193,3.7046133540880164,0
1500,272,413,64,45,11,2.2872792710019016,1.0519993264197733,0
100,394,578,77,41,27,3.3553293635645445,5.096265428200048,1
50,735,479,26,6,22,4.969085239190698,4.944065290958462,1
100,269,355,89,47,13,4.2995448065509105,3.904794381234283,0
1000,581,426,48,14,11,1.9320951875321244,2.1064728452041948,0
2500,512,371,36,42,32,5.6522507682337,3.197463655692116,0
2500,257,565,23,39,14,4.115278698605045,4.502258208021799,1
3000,242,538,79,6,13,4.502049065743011,5.945117169353301,1
50,280,335,99,11,22,1.7670338545639865,3.1228304660718256,0
1500,671,349,81,41,14,4.15263134100606,4.5632106959503265,0
1000,669,327,5,46,16,3.529742237686732,3.2464047574540262,0
2000,651,554,96,39,29,1.6848643268998256,1.807032367163873,1
2000,602,342,48,11,19,4.307912830886414,4.388657945649106,0
50,613,156,61,25,36,1.613718091913547,2.5884857309160734,0
1500,725,192,20,18,19,2.5981483653892887,2.1259476673034143,1
500,290,222,7,32,10,3.286051155552965,5.172038179916391,0
1500,735,390,47,0,36,3.6545221078100156,5.616008380793558,1
2500,646,164,21,41,23,4.46270309758923,1.5333397638021997,0
1000,329,302,42,16,33,1.432878220275092,3.810828356886381,0
50,778,297,36,26,37,4.0370724799994395,3.3315934228325697,1
2500,346,475,84,35,26,4.985885677315195,4.539576460150196,0
500,756,189,63,32,9,2.41162374468085,5.5308275559725155,1
1000,409,266,43,8,13,2.5132238300349177,5.799627012277609,0
500,254,419,26,50,3,3.848712207005566,5.361859331307121,0
50,544,181,78,25,18,2.912124423965049,5.381841537052341,0
1500,372,391,89,29,40,2.958681440467631,5.669537531096352,0
1500,414,351,43,50,15,3.0544273938749225,3.0337833383013275,0
100,295,527,39,15,19,3.7289634332334516,3.6198123718512045,1
1000,735,188,71,28,24,1.9906417698269687,4.19210830231839,1
1500,638,224,8,23,37,4.808451606485806,3.4199865931376903,0
3000,679,179,20,37,40,2.2792641995826854,2.2744940284662993,0
3000,339,512,7,7,8,4.027983007991934,2.9998279848082596,1
50,460,446,27,35,13,4.583060499401384,4.599437990322576,0
1000,502,511,55,19,39,2.363855820111495,2.132128999675766,1
100,626,173,75,25,9,2.004613047439574,2.771616683862879,0
2000,678,326,49,41,5,1.6048346829877933,1.8614176078728426,0
50,658,363,55,12,12,2.8291657188775545,4.492014335647246,0
1000,348,361,75,26,38,2.187163379672862,4.5382939811613525,0
1500,774,187,8,40,26,4.322443031858172,3.7337241247055055,1
3000,426,185,30,6,37,3.1958610066639643,3.400634042895967,0
2500,572,597,48,24,2,2.2477485608879144,2.5535163803717573,1
1500,221,381,11,21,12,2.31043514898829,3.856243869106489,0
100,444,521,42,34,4,1.9548802124151674,3.6729224923734463,1
1000,758,397,31,40,31,1.2995869173406096,2.4258758358136925,1
2000,469,204,10,33,28,4.208775789409537,4.156575896664091,0
3000,213,336,63,48,5,3.423554803179162,5.436969671084049,0
500,233,425,59,1,5,3.89255850944464,2.7496310029445,0
50,669,557,23,47,19,3.2489682316163435,3.113265584842259,1
2500,273,323,73,37,27,1.2241273727802722,4.700920656349004,0
500,263,295,15,41,32,1.9987793630271713,1.9110679998617044,0
50,384,367,44,43,40,2.859655608644399,2.9645684682352678,0
100,294,552,79,26,13,1.4205260514381826,5.439809959705971,1
2000,513,374,93,5,11,5.063819719904281,2.463540212839426,0
2000,341,206,29,41,34,3.8913509503443042,4.711994958627304,0
1500,669,168,49,20,38,5.51691845815684,4.668107831825748,0
2000,789,418,95,9,39,5.460818340302658,4.22976284398414,1
2500,608,158,6,44,18,5.977135561653904,5.074877458600853,0
500,322,351,47,36,6,1.5842419777873376,2.341411375479114,0
1000,498,210,84,3,21,5.778326252031997,4.658145667492197,0
100,732,228,28,1,25,5.154148736993855,2.7019740793839877,1
3000,647,477,67,32,7,3.831438291325517,1.9498171735083312,0
2000,212,597,31,50,4,4.775168577973967,4.129916232029862,1
3000,301,274,39,25,0,4.0237406259610715,1.8388259773998992,0
1000,711,181,56,36,14,2.9037368203788003,5.735202633688659,1
2000,406,555,72,46,35,4.36831961711662,5.0863164985626,1
3000,360,278,20,25,9,4.653254401653764,2.1441144275643507,0
2500,745,345,21,28,15,5.270849865253743,2.0152907069937296,1
1000,652,383,28,38,33,5.496233761216163,3.89344178763434,0
2000,487,428,51,50,16,1.960858998473455,3.584467796705053,0
3000,215,509,29,18,17,3.938276411024275,3.164183210516449,1
50,598,169,7,0,27,3.8564924741362594,2.6903557104118345,0
500,612,560,70,1,10,4.141987136718063,2.6048657035682283,1
500,646,223,4,35,8,1.4557251655905004,1.0869444719879264,0
3000,222,414,58,21,30,2.8213011972046607,2.4345775557956237,0
2000,307,380,41,29,12,2.710796316086067,3.277479909006498,0
2500,471,493,35,41,0,5.941659109296019,2.0831761663498196,0
2000,620,186,5,36,20,2.805377679021878,3.4586771430597305,0
500,783,442,69,35,28,3.90710885054915,3.3326402447967354,1
2000,680,564,90,36,35,3.2283611396446728,5.904788294173989,1
1500,331,501,55,4,27,1.2917475879068103,4.232225666679946,1
500,580,346,71,17,3,3.9171588864880653,2.466877619602468,0
2000,450,557,18,8,29,1.7097475418681287,3.2548838418617736,1
100,308,215,3,36,29,1.7129023598528388,5.815782319663438,0
500,698,397,26,50,2,5.94386875611855,4.0929170506177845,0
3000,729,380,44,5,30,4.734475737835298,4.784022434278661,1
500,470,570,20,8,35,4.518754426047346,3.33440787720175,1
3000,595,380,42,35,35,1.785545525980917,4.917842769618075,0
2000,606,396,66,28,22,4.938120754686234,5.985464426168903,0
1000,368,253,62,42,0,2.2240122875252823,4.282602876410622,0
3000,613,413,29,31,17,4.575600464588097,3.582347414245907,0
100,688,520,13,30,3,3.4459416795786098,1.01227752642039,1
3000,326,586,1,9,4,5.456134398867563,5.72115147828968,1
2000,793,307,16,35,33,2.672778686443568,4.059657012792755,1
1500,704,189,82,42,0,3.161684330503598,2.392317727258021,1
100,541,180,10,33,3,4.665850571112139,3.736410191200292,0
50,783,187,16,19,18,1.526445422663142,4.799016786650421,1
2000,460,226,21,45,21,1.7719417685045342,5.049819756327551,0
1000,692,337,67,29,12,5.4866094099350535,4.342331867995689,0
1500,267,357,79,36,31,1.6018719240428139,1.7872074556964699,0
2500,453,308,12,5,13,2.308351040794415,1.9391372691543403,0
1000,382,410,19,8,2,3.243675637295121,4.340036498058101,0
2000,635,170,78,12,28,5.606856626670072,2.6882701810669447,0
2500,716,334,18,8,28,3.6690190364417123,2.2592055804048967,1
2500,216,385,55,13,5,4.7198226699162795,2.7268816722109515,0
2500,391,581,43,12,36,1.9092232358696202,2.6503160500438914,1
1000,754,344,1,41,39,2.739212282938403,3.4149004851102385,1
1500,368,272,63,48,4,4.382513074201556,4.855092719224568,0
2500,660,376,74,34,1,2.1994612507168654,1.2054029897741383,0
500,621,342,91,15,31,1.8525401866970528,3.1397076056492597,0
100,791,368,70,14,1,5.430034319133879,4.195428770084901,1
2500,690,559,99,3,4,4.935876945183462,1.008643051060933,1
2500,344,221,29,27,1,3.3503679146630914,2.534548201542783,0
1000,424,322,71,10,30,3.4225569422009414,5.709689965157229,0
3000,325,507,0,29,40,3.865665980103074,5.429068367599285,1
1500,237,394,70,42,14,5.010105226402821,4.509436793621807,0
50,663,520,92,11,31,1.367663422570087,3.1302543081297505,1
100,761,252,39,24,23,4.1007629415293945,4.307057825961344,1
50,393,157,28,17,8,2.1072961786868065,5.649982566177579,0
100,237,213,50,30,29,1.9616521130357514,2.0065487216606432,0
2000,484,194,2,42,34,2.677970441113883,3.166244188319639,0
100,434,257,34,35,26,2.586269669853482,2.3999739155087854,0
1500,629,208,74,35,2,5.240708291956661,1.6984260375816842,0
2500,490,314,36,19,19,4.940496152805778,5.484338688376632,0
500,344,282,70,20,36,3.280187686031902,1.2511214852161847,0
3000,527,264,60,12,37,5.754906836930596,5.453330917184098,0
100,714,242,77,23,31,4.54529159758052,4.26326201889529,1
50,632,430,6,14,28,5.435838572879681,4.386384602842272,0
1500,261,159,33,35,35,5.680522766910401,3.9409831345479964,0
3000,247,360,59,7,40,5.052071958733783,1.1473258749180728,0
100,583,344,100,48,27,3.3361505415203068,4.746093149813685,0
1500,752,239,64,32,11,4.31657978207504,5.774077176349863,1
2500,409,278,90,0,33,4.619997575904849,4.105712670082103,0
50,506,549,63,39,5,2.17482751482014,3.4491129352336616,1
3000,656,163,21,23,31,1.6690785971497277,2.440529604664083,0
100,434,203,91,42,31,2.094220561012609,2.8920366388089835,0
1000,620,503,52,37,18,4.709126818890172,5.702079412254236,1
2000,421,511,69,36,38,3.421911978499536,4.229002458003102,1
1000,648,438,8,43,3,1.366240003761527,1.5775643300066795,0
3000,571,460,39,36,4,2.3494511208240163,2.8951153753599845,0
50,327,311,40,15,9,4.661564541078341,2.5055668388441186,0
2500,440,205,82,39,1,4.59874837395776,5.592402029497875,0
100,263,561,77,38,29,1.0454418429551662,4.78446708509321,1
2500,291,335,66,37,15,3.239135992365893,3.9750935727456245,0
3000,226,367,30,37,7,5.359545468175787,5.069204280196015,0
3000,288,256,46,17,5,5.2645811322390585,1.3397771668239469,0
1500,715,469,68,40,26,1.8297296500880857,2.147590431004266,1
2000,684,530,96,49,23,4.458591321330932,4.139037543372697,1
3000,395,274,57,18,37,2.9459710301666906,5.259181615244267,0
3000,613,214,94,37,39,1.8947169197096327,4.903666030842626,0
3000,540,193,54,33,29,2.635547487474444,1.471576079041952,0
2000,358,374,47,13,34,2.585988260198329,1.621400928596958,0
2500,448,563,13,14,31,5.985271291879271,1.5768609543475671,1
1000,795,418,99,32,21,3.1235376109848025,2.0942472669719914,1
50,337,291,0,10,33,5.966321711391079,5.954526591609342,0
1000,406,285,70,10,6,4.607824234243996,5.62915260927123,0
50,729,299,16,26,29,2.798922201370938,4.154936517948863,1
3000,514,517,35,10,11,2.797699679186449,2.5025543757730735,1
1500,234,216,14,21,21,5.946110546743074,5.939223599466298,0
50,377,388,86,34,26,1.1772328357746682,4.01643597274273,0
100,394,158,96,40,20,2.5891468397026114,1.2773761662667935,0
2500,585,161,34,24,39,2.751792391583142,3.074722872767042,0
50,357,459,89,30,22,4.664155062275656,3.578259604383084,0
1500,255,509,21,44,29,4.1109061868283945,3.129139404806465,1
100,473,164,29,11,38,5.381673916711305,4.657555802349316,0
2500,487,422,70,43,37,1.2138903388233149,1.8775831489925068,0
100,217,194,46,6,22,1.268630755143246,5.912420346475843,0
1000,257,367,99,17,30,1.672714745754028,5.254437219173827,0
2000,602,254,8,10,9,2.989303852154542,1.0340012975474469,0
500,363,194,25,21,30,1.742966699700001,3.890954489488177,0
2500,252,169,20,3,2,4.2070628705616695,1.2250592675083234,0
1000,598,491,72,33,1,3.3445386973771054,4.017496885979423,0
1500,298,196,10,38,7,3.6377712332446586,2.1523854943986445,0
100,734,493,20,4,17,3.2549946794124356,5.894421202645626,1
50,615,458,37,29,13,4.903497177835447,4.900997415824943,0
50,400,490,58,14,5,1.6776286580900148,5.95646091860554,0
50,325,195,2,43,8,5.938143532111359,1.9809242424507958,0
1500,442,390,71,44,25,1.856652727420784,2.2993833336292253,0
3000,532,170,20,31,28,2.0205441550362044,4.789851897411614,0
100,257,329,44,44,5,5.028882767869301,2.731909118117747,0
1500,299,500,23,48,36,4.518423880873761,3.1708114395346807,0
500,768,179,80,39,20,1.7301881907885077,5.4701481409533805,1
50,527,598,81,7,18,5.097675999899176,4.166083956958242,1
2500,489,349,6,37,7,5.08980729841228,5.61769767348038,0
1500,427,389,49,36,0,5.940210406806582,1.552180817214139,0
100,715,488,53,0,24,5.911822328373084,3.487500973383845,1
2500,702,322,85,33,18,1.4413900863051445,3.5401252424792546,1
2000,712,175,54,23,12,5.926164059628267,2.7734034554216045,1
2000,397,324,45,24,15,2.61198763798257,1.3513799267238693,0
2500,490,428,49,27,40,3.7186431360570706,5.644548514680985,0
1000,444,268,55,31,36,3.5848206617179854,4.80151083094975,0
500,599,325,73,4,39,3.2230518937900756,3.4553137541148735,0
50,460,178,80,18,30,5.210781856939904,4.240326620185955,0
2500,660,280,76,41,12,5.2309364604685555,4.249482882508044,0
100,204,571,74,35,39,4.960930006670961,2.883923429772195,1
2000,275,281,14,29,9,1.98445118316969,2.708972202624415,0
2500,245,175,74,7,34,5.35551627964708,5.445620537170346,0
500,613,181,39,33,34,5.334772272820759,3.417982167049728,0
2000,676,391,67,39,28,2.332470912618703,3.8270527907255167,0
3000,540,465,83,40,10,3.416466011636818,5.915847989288176,0
2500,508,582,81,16,17,2.4007502788597708,5.441157767353008,1
2500,244,460,66,29,38,4.744264706353464,5.747046715370603,0
50,770,246,41,33,0,3.9726557738123844,2.596277791300385,1
3000,553,429,42,40,1,2.755553020119218,4.927486210705269,0
100,740,348,5,41,1,2.3707075784666496,1.73074403161961,1
2500,426,528,16,34,23,4.9409502973733135,5.003491310714206,1
3000,641,171,44,29,38,4.863844876217915,3.8289984289449057,0
1000,353,251,83,28,21,1.816836517217141,2.1453626510480297,0
2500,374,175,41,27,37,3.240903594074523,3.1508346585502904,0
3000,765,449,79,41,22,1.2178162313798166,5.572534358672453,1
500,782,234,60,35,1,2.856376611682032,2.9729214757416624,1
2500,776,571,97,24,24,3.8696054699634526,1.760214333455072,1
100,793,409,61,0,3,3.4291754834764463,2.939563658956433,1
100,725,267,75,1,34,3.7365665006738378,2.065102706940671,1
100,552,499,80,22,1,4.2944667557441365,1.1583088194364506,0
100,566,255,45,11,8,3.044306932920299,4.937984403115899,0
2500,570,151,19,30,3,4.6565074137972795,3.517093944903077,0
1000,375,426,77,2,16,5.985396901271886,3.8543801923802765,0
50,649,534,70,16,3,5.320081498675617,4.826625594380738,1
100,570,442,90,34,37,3.134034090553654,4.606489622934657,0
500,625,498,33,47,12,3.442268443186828,3.9757293045727664,0
100,299,455,13,15,23,3.2200029108209494,4.566681794176672,0
100,418,169,67,29,15,2.8026399891164195,2.2437838513747828,0
2500,340,496,53,27,32,5.724415213482788,2.585174840748069,0
1500,695,453,100,49,2,2.6839498969541307,3.3759555152069485,0
50,654,255,38,24,0,2.664507298676367,1.4566109561972214,0
100,372,176,28,31,22,4.873041741646624,5.939431466571251,0
1000,666,210,80,26,0,5.654405340540689,5.497515020981621,0
1500,416,413,82,39,34,3.253785630699785,3.351827413603937,0
2500,764,349,15,46,15,1.9616246761626002,5.361377408826344,1
3000,353,361,21,32,34,5.6127151768755335,3.0169335522051783,0
1000,571,541,82,14,37,5.43207430801405,1.337006920687895,1
1000,380,383,94,0,38,4.8007889875526235,5.254603784393643,0
100,736,367,45,26,22,4.301905117093378,5.621145753855488,1
2000,382,487,13,9,20,4.107614424556797,4.231864926714182,0
3000,572,207,92,45,8,1.5110546916512253,2.666896245634126,0
1000,316,450,58,35,18,2.8703283507490465,2.4273230598103708,0
1500,322,568,16,4,24,5.498782462561996,3.0843573890615463,1
1000,625,400,82,1,5,5.730849619238635,1.604760359560062,0
1000,636,371,42,29,18,1.6908772258942963,3.0129514080214546,0
50,219,392,12,11,24,2.9019035924572494,1.2636034758187615,0
1000,457,267,0,40,36,3.3218680578118596,3.016526453763573,0
50,599,455,65,36,26,5.579743141012796,1.1694541696196423,0
500,792,208,68,41,33,2.152949667801259,2.0437116951818637,1
3000,520,307,54,12,29,2.54849583610797,3.218180705246802,0
1000,542,386,75,44,25,5.2996392553074045,4.406939663946473,0
1500,672,369,74,26,0,5.049532270739317,1.5874188907915339,0
50,560,554,8,1,29,3.2670945959293682,4.3931305123845155,1
2500,400,468,97,42,23,5.983695033691561,3.3891084409421257,0
2500,781,312,20,24,4,1.498592556571793,1.5489857092464172,1
50,614,571,88,32,27,4.4111204197738445,5.720171241200761,1
50,785,350,24,19,16,2.2037754548653363,1.3847212684759849,1
2500,700,597,46,14,26,5.01068630848921,3.5444610379164354,1
1500,664,305,39,22,26,5.4362579625988,5.5546136976839104,0
2500,786,206,36,14,11,4.5917087498619376,1.8764678830839634,1
500,738,271,45,45,4,2.7050060571235597,4.445660185964874,1
2500,487,443,19,38,32,3.820972842276139,5.18862468044202,0
500,214,512,25,1,16,4.547272416253594,2.2541854675033335,1
100,603,491,52,4,8,3.4765061734133664,4.397550730768421,0
1500,443,187,44,35,25,5.152678138948985,5.310941509245289,0
500,709,240,42,5,9,5.193849299372997,5.0212485182976305,1
3000,335,593,52,17,31,5.4315216638938075,3.7429594939571516,1
2500,616,363,41,33,28,2.6929667757703513,1.4177245917393964,0
2000,247,474,97,37,35,1.6612726153761677,4.609346771797055,0
2000,581,295,34,25,8,3.633441211433483,5.235175266523738,0
1500,519,182,27,19,25,5.166632060929934,5.592728162248953,0
2500,319,225,64,17,32,5.591705162604157,3.9573302728474014,0
50,540,218,68,49,21,3.229982392021977,2.2563937592748884,0
2000,336,192,43,1,4,3.4278039719546345,1.1410313331839896,0
2000,272,290,6,18,26,5.755455226408015,5.628421258215817,0
50,546,506,28,8,15,1.680692829942443,4.02985496697892,1
100,225,199,77,43,10,5.005850230252133,2.7383303311173592,0
2000,297,190,37,24,17,1.4141745286888883,1.912127660957713,0
1000,451,545,3,42,35,1.9789181908475304,4.220603640446162,1
3000,638,252,59,37,29,4.252914035800662,2.7254044043688395,0
1000,608,279,18,48,3,2.6622181768630817,3.48214303716358,0
1000,651,420,66,15,27,4.126776514908597,5.361939872637022,0
500,652,497,19,33,30,4.0155468059007315,3.3906533418927145,0
100,423,311,59,18,22,5.120874335091563,2.64919090032103,0
50,332,467,77,19,33,1.4685867410218485,1.1166172805846406,0
2500,616,419,87,30,7,3.083243693043899,3.3894623624455957,0
50,789,428,22,17,2,1.9988943339227863,5.650830959658347,1
1000,219,264,45,26,22,2.664675005857554,3.9028200131172737,0
500,743,225,60,37,32,3.4866138228629087,5.1308625279366336,1
2000,701,295,98,19,11,4.103159753016382,3.2350807488598785,1
500,658,364,82,21,19,5.724974674627661,4.875762751894494,0
1500,298,433,32,43,26,5.322158112990316,3.224632562057516,0
100,583,208,7,28,40,5.354298077434032,4.787643462026373,0
2500,436,217,72,47,40,3.6375338973724007,3.842836462993632,0
2000,400,214,40,15,0,5.473952861977986,3.3606611748332664,0
1500,360,152,16,28,13,4.987232587143124,4.11918154218466,0
2500,725,221,92,37,2,4.933152092930865,2.803714364479858,1
500,532,439,40,12,36,1.2489651534171418,2.509989477141084,0
1000,682,250,98,36,32,3.253714941168993,1.577638701371332,0
3000,290,481,41,17,7,1.441139743209718,5.4601225883014886,0
2500,732,580,5,23,18,1.863063033475349,5.397839149699162,1
2500,666,236,7,39,31,1.018171095402586,2.178300689108214,0
500,254,183,8,32,2,5.187925883959097,3.4887611739050786,0
100,766,274,22,49,28,1.7768765295198983,4.441222706756955,1
2500,213,182,80,19,23,5.890858199345339,3.821638112437248,0
3000,277,312,15,19,6,1.0136082360963856,2.8265851334572814,0
50,276,474,5,11,13,5.968020675613175,4.080804860414744,0
2500,639,434,74,2,40,5.662011760009886,5.367579002323907,0
1500,662,570,50,29,22,1.791872925339483,4.051283888765848,1
2500,658,571,68,33,32,5.43446081863063,1.7165131633639228,1
100,305,242,34,41,11,1.0133555909500238,1.5609311572659281,0
2500,756,562,34,7,21,1.2703608988547102,4.379031275404689,1
2500,280,167,17,0,20,2.576626800820227,5.302480293218653,0
100,240,409,94,49,24,3.257188336118077,1.6864476203733934,0
50,260,232,80,32,20,1.648540089809364,3.466711266504744,0
